date,open,high,low,close,volume,company,sector,daily_return,ma_7,ma_30,volatility_30
2005-02-09,144.87222754583527,145.95388167377834,143.29240354242958,143.91580544535978,7989903,AAPL,Technology,-0.014011972715386789,146.45952641642697,,
2005-02-10,145.24792556418095,146.88464684697138,143.61209631208763,145.82657158490326,7677174,AAPL,Technology,0.013276972140971344,146.25958131717664,,
2005-02-11,144.64728687426214,144.99064326434856,144.06632366304424,144.2814644488104,8718553,AAPL,Technology,-0.01059551163618544,145.6956465310871,150.02706601650254,
2005-02-14,144.35559312446887,145.9712560281221,143.6761640367967,145.06311932847282,7577267,AAPL,Technology,0.005417569627869545,145.22617244181555,149.8600995704965,0.008867007916510055
2005-02-15,143.75388651223946,145.13964336763277,141.88197620478226,144.35914735543952,1594399,AAPL,Technology,-0.0048528666437902546,144.98782253564303,149.64476795059534,0.008816438374727363
2005-02-16,145.6061646967484,146.71790632514632,145.27668262002186,145.92896876298596,1523931,AAPL,Technology,0.01087441590162097,145.04801200289242,149.4835529069337,0.00909715146624444
2005-02-17,145.59266747201048,146.99172321281563,145.5083666380846,145.24241720620904,5845592,AAPL,Technology,-0.004704696830222899,144.94535630459725,149.3156451992351,0.009113392585262298
2005-02-18,144.53495654305456,145.35899202095788,143.62684589783547,144.5675896663769,7962453,AAPL,Technology,-0.0046462152917357,145.03846833617112,149.02939606643974,0.00829019448458739
2005-02-21,145.35750145515777,145.634296627094,143.75508165467048,145.24715997035366,1098941,AAPL,Technology,0.00470070992775784,144.95569524837833,148.78256476774465,0.008371615013653962
2005-02-22,144.13665780518673,145.46818828571747,142.59332159256525,143.81442157768407,7613349,AAPL,Technology,-0.009864140496530394,144.88897483821742,148.4817445620618,0.008485611619695039
2005-02-23,144.34552140019147,145.3948660135627,142.5064601423658,145.04179397879784,1123569,AAPL,Technology,0.008534418089988227,144.88592835969243,148.19851226638656,0.00862089734412352
2005-02-24,142.38585127631168,143.66460087739725,141.31944994757362,142.352865425467,1930135,AAPL,Technology,-0.018538991276706773,144.59931665541063,147.77043094774274,0.008798120787471799
2005-02-25,141.05766522741325,141.73366278947023,140.8575358842802,141.72311142300754,3577838,AAPL,Technology,-0.004423894106924009,143.99847989255656,147.33888135123922,0.008802388842302507
2005-02-28,141.2545264632824,143.06825961796207,140.07714851461034,140.46496341156603,7122034,AAPL,Technology,-0.008877507689527442,143.31598649332187,146.87579913890121,0.008868284936026153
2005-03-01,141.9929930432778,143.16773278042896,140.43620181457138,141.27504262047847,8659958,AAPL,Technology,0.005767126472235651,142.8456226296221,146.45898455775847,0.00901331627804298
2005-03-02,142.1643613244678,142.33516629304953,141.97770508392813,143.11900193469376,5009766,AAPL,Technology,0.013052265141896946,142.54160005309924,146.08238169889677,0.009388299542057846
2005-03-03,142.04871304207956,142.9483210234884,141.70339823988436,142.22424996729174,3832736,AAPL,Technology,-0.006251804130176231,142.31443268018606,145.68239818409828,0.009409977202967065
2005-03-04,141.74760934649026,143.26032145597753,141.72302802417892,141.76714869348837,8783888,AAPL,Technology,-0.003213947508308168,141.84662621085613,145.31674859420156,0.00931807749234343
2005-03-07,140.26908735612284,141.8573564795874,139.08178219722922,140.31539948241107,2163731,AAPL,Technology,-0.01024037814441836,141.55555964756243,144.96895599618887,0.009222875261314446
2005-03-08,139.5492431477281,140.5384372532557,137.77577436383632,138.97978069579386,2545679,AAPL,Technology,-0.009518689976609651,141.16365525796047,144.60789751223723,0.009290065659236636
2005-03-09,139.08860437676836,140.87809951843096,137.74727774476415,139.5260122757723,5403025,AAPL,Technology,0.003930295308020915,141.0295193814185,144.33170409578193,0.009125694868738685
2005-03-10,140.14572660298728,140.6810634773759,138.1816464278053,139.3152878504468,7276489,AAPL,Technology,-0.0015102877369490564,140.74955441427113,144.02630309435756,0.009046353504333396
2005-03-11,140.48934489255575,141.3105422870323,140.36327758755624,140.6359923187618,7641425,AAPL,Technology,0.009479967982643611,140.3948387548523,143.75003559542645,0.00924684052451204
2005-03-14,138.726304737193,140.52349855833094,136.92030256689,138.8678423303648,3246384,AAPL,Technology,-0.012572528264239491,139.915351949577,143.50520124081885,0.008956263191426813
2005-03-15,139.0503887065878,140.84290213953096,137.42225213181445,139.87876555485482,9828029,AAPL,Technology,0.0072797503549097975,139.6455829297722,143.26028718332552,0.008968060686743494
2005-03-16,138.66530642617147,140.03673196382084,138.03682338517245,138.71767204638118,1478061,AAPL,Technology,-0.008300713148761019,139.4173361531965,142.943242653157,0.00889962257449282
2005-03-17,137.98838442586552,139.70634552010995,136.041331322191,137.26250981781388,3396148,AAPL,Technology,-0.010490099834437494,139.17201174205653,142.57367838197163,0.009007602596089978
2005-03-18,138.6000607147064,138.77760724861886,138.02418521836356,138.7455672332027,2940940,AAPL,Technology,0.010804533716870512,139.060519593118,142.33094406645685,0.008975370965993178
2005-03-21,139.63106023720235,141.3610501896179,137.8524507895459,138.81371552593302,4151923,AAPL,Technology,0.0004911745585052252,138.98886640390174,142.10781316757993,0.008976342793339885
2005-03-22,140.56234035631854,141.20358016941898,138.80084320217017,139.96992802691838,4563230,AAPL,Technology,0.008329238192384292,138.89371436220983,141.90811053200136,0.009118717148840797
2005-03-23,139.7231228330959,140.07978585795234,138.20780759988995,138.78534000147076,4048237,AAPL,Technology,-0.008463160924250923,138.88192831522497,141.73709501720504,0.008906969957121407
2005-03-24,139.4139104572447,139.8926501299288,138.28696950961898,139.4404976221637,6531743,AAPL,Technology,0.004720654362240229,138.8193186105548,141.52422588511374,0.008558557632640646
2005-03-25,139.74517388864825,140.58111090467602,139.50516838941448,138.9142391192354,8126338,AAPL,Technology,-0.0037740721806248656,138.84739962096253,141.3453183741279,0.008396451587718491
2005-03-28,140.7207190157706,141.22310302497954,139.65677554677762,140.65950777283328,9146492,AAPL,Technology,0.01256364116928177,139.33268504310817,141.19853132227325,0.008687814611523082
2005-03-29,140.24154477792533,140.88267994995832,139.52795226661547,141.1074348485736,2589056,AAPL,Technology,0.0031844777707008554,139.67009470244687,141.09014090537772,0.008688528417370417
2005-03-30,140.0558858012615,140.3258427734048,138.4714517349508,140.49540862730015,8947956,AAPL,Technology,-0.0043373066906803315,139.91033657407075,140.9090222341882,0.008428373468660795
2005-03-31,138.94955082725548,139.54190435837347,137.4332924142618,138.10437417570606,6314692,AAPL,Technology,-0.017018594948799537,139.6438288810404,140.67108746650476,0.008890612582199071
2005-04-01,137.7533442031748,138.8979118322588,135.9321191884296,137.2017638275925,9509528,AAPL,Technology,-0.006535711511680309,139.41760371334354,140.4255599385453,0.008919289269183952
2005-04-04,138.565870025569,139.44957744175113,138.5362097007056,138.91319486535588,9329900,AAPL,Technology,0.012473826793611531,139.34227474808526,140.2144277683787,0.009219583048494134
2005-04-05,139.92211005413984,140.61554757661165,138.30390362049374,140.7115137761882,9059703,AAPL,Technology,0.012945630633399485,139.5990282705071,140.1109975083288,0.009439172198499952
2005-04-06,139.85009993255952,141.34300419027377,137.97317582631018,138.91593710608743,5882788,AAPL,Technology,-0.012760694714412546,139.34994674668627,139.9068022792385,0.009522397671186584
2005-04-07,140.85363283045157,142.64065277323817,139.27503193223524,141.47853509389273,8980604,AAPL,Technology,0.018447112989262715,139.40296106744614,139.8776579348527,0.009619826199753727
2005-04-08,141.21526885549918,142.72884730130397,140.95487993575844,141.3388966161758,8059919,AAPL,Technology,-0.000986994088002624,139.52345935157123,139.86485077462493,0.009587715782270105
2005-04-11,140.57014910089404,141.2341505051294,140.4075908912123,140.66233175148682,3785776,AAPL,Technology,-0.004786827128884896,139.88888186239706,139.87142971928898,0.009486337564283118
2005-04-12,140.93154470640246,142.42042904207756,140.8898542267871,141.84717107190917,5076221,AAPL,Technology,0.008423287924130607,140.552511468728,139.89050066767,0.009553307360994797
2005-04-13,142.46958127286842,142.77354163781652,141.21209082121229,142.96487049806197,7471742,AAPL,Technology,0.007879603221598197,141.1313222734003,139.8853629531156,0.009357624891665145
2005-04-14,142.43375523375846,142.69439120994105,141.17440993003868,143.1339929698707,7222062,AAPL,Technology,0.0011829652362815857,141.47739072964063,139.91568771986826,0.009284332613715581
2005-04-15,143.99839888957246,144.68965296364476,142.02457146113602,143.7063900286618,8528987,AAPL,Technology,0.003999029489183403,142.1617411471513,139.98032909770737,0.009284818017271408
2005-04-18,141.37865378548273,142.99405852357083,140.58256743727455,141.48738186713953,5640965,AAPL,Technology,-0.015441262988233673,142.16300497190082,140.0193951771983,0.009537292046916558
2005-04-19,142.20055628985796,142.69325278434255,141.53674372006296,142.4313676447135,2774348,AAPL,Technology,0.0066718725381489374,142.31907226169193,140.1344480754956,0.009418627216591492
2005-04-20,142.2876033580961,142.41411017589348,141.03875350372735,141.93077123882105,7802073,AAPL,Technology,-0.0035146499971913103,142.50027790273967,140.21460670759726,0.009433036580325918
2005-04-21,141.98859600763026,142.25201507804297,140.33737866261507,142.12909225752506,4019984,AAPL,Technology,0.0013973081169995627,142.54055235782764,140.30840018783317,0.009425404718110528
2005-04-22,142.08035678416576,143.79784672122491,140.20680888511976,141.5536675431252,3418495,AAPL,Technology,-0.004048606131651478,142.3389519356938,140.33898936197863,0.009314306599364726
2005-04-25,140.09278786956486,141.36035443905942,138.4865395372068,139.37953921170134,3940623,AAPL,Technology,-0.01535903921925219,141.8026013988125,140.35604592468982,0.009459437549022438
2005-04-26,139.87311598172735,140.3795183084673,139.01976802049575,139.621056500282,3723123,AAPL,Technology,0.0017328030351271284,141.2189823233297,140.34745562287074,0.009369374669722026
2005-04-27,140.2302285532391,141.34082020389548,138.96040008261497,140.70880781073197,6400156,AAPL,Technology,0.007790739718745554,141.1077574581286,140.4138268150158,0.009339469424502063
2005-04-28,141.7081225979806,142.7632818428313,139.99552394454838,142.54049689412838,4039084,AAPL,Technology,0.013017586545543303,141.12334735090215,140.5897597175596,0.009370194814912983
2005-04-29,141.18985237970696,142.5007243365883,140.2086330030835,141.10528048270342,9645207,AAPL,Technology,-0.010068832666487504,141.0054201000282,140.66841682587628,0.009415040559348595
2005-05-02,140.38135877681378,140.84773388565702,139.947985489403,140.66700615336464,5215801,AAPL,Technology,-0.0031060094125429094,140.7965506565767,140.730193180124,0.009439417044960076
2005-05-03,139.87960173322924,141.60840770761803,139.5401548537335,139.08567599517943,2661547,AAPL,Technology,-0.011241656458239713,140.44398043544157,140.7007181123994,0.009554202462534286
2005-05-04,140.79500385093132,141.41374097509134,140.7946883617752,141.60393136803597,9143917,AAPL,Technology,0.01810578519202677,140.7617507434894,140.79467115795157,0.009980574153447138
2005-05-05,141.123754960591,142.5120182685435,139.68727897062843,141.2609633877309,8654104,AAPL,Technology,-0.0024220230115905572,140.9960231559821,140.85535335013714,0.00996699641923678
2005-05-06,140.59399475682395,140.6262440495684,140.371800339132,141.15467125207428,4162925,AAPL,Technology,-0.000752452291896577,141.0597179333167,140.93003442123174,0.009937744632154116
2005-05-09,141.10726218993733,141.85257644972563,140.61958399054544,141.69614459178013,5380360,AAPL,Technology,0.0038360284849439097,140.9390961758384,140.96458898186333,0.009699768354191928
2005-05-10,141.20433973928536,141.90775937520297,140.6085870762398,140.71730079202158,5851547,AAPL,Technology,-0.006908048222332042,140.883670505741,140.9515845133116,0.009770686715975897
2005-05-11,142.17298472981824,143.25995358698427,141.0522250095447,142.23133363618194,5473099,AAPL,Technology,0.01075939373224677,141.10714586042917,141.0094486802743,0.009929532091722223
2005-05-12,141.4709316359409,141.6164041594953,140.67501708134935,142.39189113906286,6338861,AAPL,Technology,0.0011288476229267541,141.57946230955537,141.15236591238622,0.009364916229290053
2005-05-13,141.14326948934314,142.72353223679536,139.79392150529682,140.3225385789848,8608738,AAPL,Technology,-0.014532797784510776,141.3964061968338,141.2563917374326,0.009696583499971144
2005-05-16,140.75116133621097,141.18672293974612,140.63988401755356,141.1172611322701,7813538,AAPL,Technology,0.005663541732734423,141.37587730319652,141.3298606129964,0.009491294259060456
2005-05-17,139.28764638807883,140.64172201784288,139.03976799954998,140.2121745441492,9721465,AAPL,Technology,-0.0064137199153302404,141.24123491635007,141.31321597192846,0.00927643699802401
2005-05-18,139.58376666514343,141.19019091163162,138.5853436580769,139.1849208812515,2855477,AAPL,Technology,-0.007326422732102045,140.88248867198885,141.32218209776727,0.009071001596698389
2005-05-19,139.84482193732333,140.96857584980637,139.17089236162968,140.56771778013203,6697396,AAPL,Technology,0.00993496199247268,140.86111967029032,141.2918215206419,0.00859826676488606
2005-05-20,139.84993539396578,141.33170180740976,139.25830866846306,140.7172504847823,2428258,AAPL,Technology,0.0010637769966796995,140.64482207723327,141.27109998292877,0.00859977772771076
2005-05-23,139.61534826059062,140.93906888502065,139.48129210251557,140.10952067938027,4242493,AAPL,Technology,-0.004318801023388108,140.31876915442146,141.2526729471919,0.008591423571961911
2005-05-24,138.1999775185402,138.9110371128442,136.40853916904422,137.66263414315412,1487853,AAPL,Technology,-0.01746409897315604,139.93878280644566,141.11318838290006,0.00899678303362967
2005-05-25,137.77933219577486,139.397049273842,136.39569502352475,137.44733363342803,1220075,AAPL,Technology,-0.0015639720325429929,139.4145074494682,140.92927048741228,0.008840743036609837
2005-05-26,137.4366176792481,138.02602041901915,137.1933813656088,136.50823626808355,3377513,AAPL,Technology,-0.006832416028156985,138.88537341003027,140.70841193068603,0.008884960248560565
2005-05-27,136.63434041002648,137.77676624552953,136.5042484945522,137.2972468785172,3193996,AAPL,Technology,0.005779948756235775,138.61570569535394,140.4947738256812,0.008929087837988209
2005-05-30,136.47305469836047,137.96385017664355,134.523309631498,137.17227707138264,4285789,AAPL,Technology,-0.0009102134964522612,138.13064273696116,140.35093699915598,0.008530938216350354
2005-05-31,136.877105555175,137.6350173748,135.514760454296,137.1425261751074,6935475,AAPL,Technology,-0.0002168870919868615,137.61996783557902,140.17464228350246,0.008409250843455507
2005-06-01,138.76329145638553,139.36882667162038,137.92837931419805,138.46834715891325,8949215,AAPL,Technology,0.00966746800414775,137.3855144755123,140.0592281475055,0.008627133751711227
2005-06-02,138.93786926921737,139.85656128956302,137.5344071877058,138.0914913244972,5382226,AAPL,Technology,-0.0027216027500027717,137.44677978713275,139.92464144973792,0.008623948692067347
2005-06-03,139.19541965994014,140.83134664863846,137.68275608697982,139.70153487976995,9910613,AAPL,Technology,0.011659252426272637,137.76880853661015,139.86290369429273,0.008900135202670746
2005-06-06,139.12097374417397,140.9808172704653,137.56104933939642,139.57402613139382,4661632,AAPL,Technology,-0.0009127226016941714,138.20677851708308,139.8693865916158,0.008441914004125453
2005-06-07,137.20220252887492,138.2923693545947,136.24644791756882,138.02740757235273,1181514,AAPL,Technology,-0.01108099122672812,138.311087187631,139.81626496068483,0.008676360594704903
2005-06-08,137.1756886534257,138.498621064073,136.315923137176,137.63675269543643,9724249,AAPL,Technology,-0.002830270333893825,138.3774408482101,139.71386312350833,0.00854864003284241
2005-06-09,137.23591886336675,139.04246610784458,137.21386269482895,137.89330874785475,5595026,AAPL,Technology,0.001864008321861732,138.48469550145973,139.5589568519659,0.00816541887704167
2005-06-10,139.69916097585204,139.89625467867793,137.84604674556837,140.19107021166005,5180107,AAPL,Technology,0.01666332822578709,138.73079879470927,139.52848317626442,0.008596968459630802
2005-06-13,139.5068000110709,139.97095716680323,138.300184254293,139.76817438769555,9822850,AAPL,Technology,-0.0030165674841201584,138.97032494659476,139.49852211740878,0.008595934530329618
2005-06-14,139.8083473534045,141.22614736590768,139.40203947902458,139.66228014178654,8520055,AAPL,Technology,-0.0007576420481480994,138.96471712688285,139.51774225562903,0.008339932649227989
2005-06-15,139.77363558369927,141.42112450752387,137.9344287448564,140.57787020098382,3979345,AAPL,Technology,0.006555743313568785,139.10812342253854,139.4835402167273,0.007727587792171252
2005-06-16,138.60495754607973,140.31901560274088,136.77509374253913,138.90689468989467,1192407,AAPL,Technology,-0.011886476219195585,139.23376443933026,139.40507126013276,0.008008933581858899
2005-06-17,139.74778036059476,140.57799471430462,137.76941203186257,139.54449100452658,1072306,AAPL,Technology,0.004590098396881848,139.50629848348598,139.3513985852145,0.008063008840626587
2005-06-20,140.49971339328152,140.67839319786526,138.75160026700357,139.66665198364544,5990629,AAPL,Technology,0.0008754267419621709,139.7596332314561,139.28374883161,0.008028038195272133
2005-06-21,141.29074534032458,142.16630829492382,139.29517656468445,140.87215505213334,3253378,AAPL,Technology,0.008631287793947173,139.85693106580942,139.28891064028042,0.008097965488798747
2005-06-22,140.38135788552984,140.84282706594394,139.8919855092833,140.46881135519016,9478462,AAPL,Technology,-0.0028631896544346613,139.9570220611658,139.23015989758068,0.007856130664495187
2005-06-23,141.78415219646593,142.36654510645917,140.09965302606744,141.3354229364983,5638277,AAPL,Technology,0.006169423468080915,140.19604246041033,139.19494429082852,0.007943059844615593
2005-06-24,140.38230113367365,141.92683624734866,138.7362445160821,139.82477182950944,9056779,AAPL,Technology,-0.010688411125833519,140.08845697877112,139.178352065846,0.007732365460333299
2005-06-27,140.9691582274739,141.12021239952568,140.50727750903243,141.0239452556496,2473150,AAPL,Technology,0.008576258773390633,140.390892773879,139.17524153662535,0.007824828085428255
2005-06-28,143.1596138532839,144.8147762882453,142.96273875528192,142.49925454507536,7510502,AAPL,Technology,0.010461409846046266,140.81300185110024,139.2514775366562,0.00795280943422918
2005-06-29,142.16907752815322,143.02441569980155,140.21023650079803,142.76989765480343,1627097,AAPL,Technology,0.0018992598283555928,141.25632266126567,139.37097676244127,0.0078140974302025
2005-06-30,141.60277979855044,142.79490766075165,141.0107306955092,141.57151610123577,9936527,AAPL,Technology,-0.00839379710466115,141.35623138256602,139.40443670647804,0.007798027117332381
2005-07-01,141.7024311636381,141.88173562610945,139.96064758270248,141.8501567115634,7559407,AAPL,Technology,0.00196819683790328,141.55356643347645,139.44220024737075,0.007802961898871363
2005-07-04,141.1989555095219,141.87367366623647,141.1907012001727,140.4937220447166,9120942,AAPL,Technology,-0.009562447432504007,141.43332344893622,139.45500695954863,0.00796692374638808
2005-07-05,139.64829207845577,139.82769391648546,139.60624246401656,139.29744474971451,1654472,AAPL,Technology,-0.008514809612783503,141.3579910089655,139.50950064643396,0.007435559121919177
2005-07-06,139.71685505326178,141.639942499024,138.78511243586905,139.53703441978408,3776947,AAPL,Technology,0.0017199861095804625,141.14557517527047,139.57915733931253,0.007429510310616827
2005-07-07,138.6545513395357,140.2690746381882,138.17712197166557,139.2709770005687,8074631,AAPL,Technology,-0.0019067154488532356,140.68439266891235,139.67124869706203,0.007314739853185426
2005-07-08,139.12814377017088,140.0474092788838,137.74846120329894,139.66846281634318,7230204,AAPL,Technology,0.002854046294030521,140.24133054913233,139.75028922832288,0.007263917426485093
2005-07-11,138.20871953593706,138.6559246325844,137.07759088480117,137.65467448551243,6273312,AAPL,Technology,-0.014418346777960722,139.68178174688612,139.76636914212722,0.007762112259903809
2005-07-12,139.75865394095462,141.6255641514543,139.60368234605363,139.99101210416862,4094630,AAPL,Technology,0.01697245391330382,139.41618966011544,139.86131867309592,0.008346804090320988
2005-07-13,138.97540064861838,139.6645938400723,138.65014405598694,138.46231336416238,8440490,AAPL,Technology,-0.010919977768777844,139.1259884200363,139.86111754660422,0.008431616740330751
2005-07-14,138.6533391324127,138.97530799578743,137.87724059229586,139.6298334437932,4841598,AAPL,Technology,0.008432042273915918,139.17347251919037,139.91239561724743,0.00855103293322789
2005-07-15,139.46685634978238,140.5931851266903,139.0956482218715,140.37110410604413,7698899,AAPL,Technology,0.005308827232464841,139.29262533151322,139.93471459145658,0.008338786666871798
2005-07-18,138.23599203334842,140.12354027403805,136.65154733886055,138.36252147438967,6916844,AAPL,Technology,-0.014309089071046,139.1628459706305,139.89433110288977,0.008748656841786072
2005-07-19,138.46345196795255,138.4711125489532,137.631311496846,138.86125711174083,3453397,AAPL,Technology,0.0036045573037888357,139.04753086997303,139.92212608753601,0.008530056369408888
2005-07-20,139.770594722235,140.246844408743,139.58373098855,140.3734554866523,1491340,AAPL,Technology,0.010889994850720619,139.43592815585015,140.01334951390987,0.008725558952812865
2005-07-21,138.16311148767377,140.04000676849458,137.19442568312954,138.6051083277636,2942502,AAPL,Technology,-0.012597446951477576,139.23794190207803,140.03707616657354,0.009052010921230548
2005-07-22,138.34774534620607,138.6899172799204,138.16606898408324,138.7474027283709,8568714,AAPL,Technology,0.0010266172893917958,139.2786689541078,139.98895391713054,0.0085057217916181
2005-07-25,138.6076281404545,138.83411504373413,138.34975352961487,139.52473615635355,8365822,AAPL,Technology,0.005602507958325287,139.26365505590215,139.98083930941914,0.008556560990294086
2005-07-26,139.3894510122318,140.5298254438314,138.9102313481754,139.58236322484638,1779933,AAPL,Technology,0.00041302402771248303,139.15097778715958,139.9781754121878,0.008555762961012004
2005-07-27,138.1525003013537,139.87618794794338,136.43344489085874,138.42510564499182,9351227,AAPL,Technology,-0.008290858193813366,139.15991838295992,139.90641659365474,0.008593762630314269
2005-07-28,136.83204368826944,137.7862633236573,134.9828186236035,137.5305811891458,6922752,AAPL,Technology,-0.00646215476360279,138.96982182258918,139.8605394769631,0.008400352558858425
2005-07-29,137.35398525388632,139.34311376725535,135.70146979522218,137.69376698960315,7067236,AAPL,Technology,0.0011865419243224373,138.58700918015361,139.79884867646567,0.008354923892274348
2005-08-01,137.65096992711952,139.0093133261955,136.98281549228383,138.11683517115458,8911516,AAPL,Technology,0.0030725296489519938,138.51725587206658,139.74718811604933,0.008376193293701496
2005-08-02,137.90146277746538,138.04961259188627,137.35656989524773,137.36980014985866,9271946,AAPL,Technology,-0.005408718063733442,138.3204555037077,139.63044295264015,0.008249039134585258
2005-08-03,138.24791098696235,140.2335752503263,137.1495996053819,137.9904448351925,7744246,AAPL,Technology,0.00451805771469993,138.1012710292561,139.5478307353069,0.00829551057639246
2005-08-04,137.56788626538386,138.38367473894425,136.12417994431763,136.86248895680765,6608140,AAPL,Technology,-0.008174159303073636,137.71271756239346,139.39873293598387,0.008307629533285892
2005-08-05,137.80013996254488,138.37494503023584,135.81339438622453,137.8116708472145,4809738,AAPL,Technology,0.006935296132940971,137.62508401985383,139.33162956990736,0.008224385778029687
2005-08-08,138.09321243584355,139.20897080299932,137.8300710120857,138.00466723720405,8126714,AAPL,Technology,0.0014004357454131533,137.69281059814787,139.23098696929253,0.008055414501760295
2005-08-09,137.3788610178172,137.98747620145892,137.28027701976958,138.37318664637613,4803544,AAPL,Technology,0.0026703401888479306,137.78987054911542,139.09345137266922,0.007805214304848556
2005-08-10,139.24463552896196,139.41755054320228,137.8559237509714,139.46705283459306,5194281,AAPL,Technology,0.007905188965636745,137.9827587867495,138.98335654532886,0.00795636152526397
2005-08-11,139.71846844987374,139.7213251360321,138.05401688286594,140.2913580962626,5371104,AAPL,Technology,0.005910394210790093,138.40012420766436,138.94068461182977,0.007910923836531403
2005-08-12,138.5271649526711,139.4263316585116,136.83446739293825,138.1951942941864,7041100,AAPL,Technology,-0.014941503386387445,138.42937413037777,138.81885253125054,0.008336723737937443
2005-08-15,139.18371856130491,140.85744540575809,137.82679146315058,139.8468092239905,1728052,AAPL,Technology,0.011951319568234808,138.85570559711817,138.79728877055965,0.008484203084350142
2005-08-16,138.2090368910776,139.35366726233775,136.30100528283924,138.43920682405297,9239033,AAPL,Technology,-0.010065316525620482,138.9453535938094,138.76868083970427,0.008541640104272689
2005-08-17,138.99612149482004,140.99453609270694,137.97411196773086,139.39010615801692,4958675,AAPL,Technology,0.006868714114871111,139.1432734396398,138.7637832309787,0.008632184293291122
2005-08-18,140.15471707382744,140.72841036512185,138.327087477155,139.74357862972636,9706426,AAPL,Technology,0.0025358505094237316,139.33904372297553,138.7795366186173,0.008636434823537844
2005-08-19,139.33403475547573,139.89494488499585,137.39841048149268,139.43131153886688,2772145,AAPL,Technology,-0.002234572020564096,139.33393782358607,138.77163157603476,0.008631445297021437
2005-08-22,140.29741088472005,140.61690980518793,138.60309597071384,140.56548483154728,9698519,AAPL,Technology,0.00813427974077574,139.37309878576963,138.86865858756926,0.008310370921434091
